Epoch,Loss
260,0.1345
261,0.1342
262,0.1338
263,0.1335
264,0.1332
265,0.1329
266,0.1326
267,0.1323
268,0.1320
269,0.1317
270,0.1314
271,0.1311
272,0.1308
273,0.1305
274,0.1302
275,0.1299
276,0.1296
277,0.1293
278,0.1290
279,0.1287
280,0.1284
281,0.1281
282,0.1278
283,0.1275
284,0.1272
285,0.1270
286,0.1267
287,0.1264
288,0.1261
289,0.1258
290,0.1255
291,0.1253
292,0.1250
293,0.1247
294,0.1244
295,0.1242
296,0.1239
297,0.1236
298,0.1234
299,0.1231
300,0.1228
301,0.1226
302,0.1223
303,0.1220
304,0.1218
305,0.1215
306,0.1212
307,0.1210
308,0.1207
309,0.1205
310,0.1202
311,0.1199
312,0.1197
313,0.1194
314,0.1192
315,0.1189
316,0.1187
317,0.1184
318,0.1182
319,0.1179
320,0.1177
321,0.1174
322,0.1172
323,0.1169
324,0.1167
325,0.1165
326,0.1162
327,0.1160
328,0.1157
329,0.1155
330,0.1153
331,0.1150
332,0.1148
333,0.1146
334,0.1143
335,0.1141
336,0.1139
337,0.1136
338,0.1134
339,0.1132
340,0.1129
341,0.1127
342,0.1125
343,0.1123
344,0.1120
345,0.1118
346,0.1116
347,0.1114
348,0.1111
349,0.1109
350,0.1107
351,0.1105
352,0.1103
353,0.1100
354,0.1098
355,0.1096
356,0.1094
357,0.1092
358,0.1090
359,0.1087
360,0.1085
361,0.1083
362,0.1081
363,0.1079
364,0.1077
365,0.1075
366,0.1073
367,0.1071
368,0.1069
369,0.1067
370,0.1065
371,0.1063
372,0.1061
373,0.1058
374,0.1056
375,0.1054
376,0.1052
377,0.1050
378,0.1048
379,0.1046
380,0.1045
381,0.1043
382,0.1041
383,0.1039
384,0.1037
385,0.1035
386,0.1033
387,0.1031
388,0.1029
389,0.1027
390,0.1025
391,0.1023
392,0.1021
393,0.1020
394,0.1018
395,0.1016
396,0.1014
397,0.1012
398,0.1010
399,0.1008
400,0.1007
401,0.1005
402,0.1003
403,0.1001
404,0.0999
405,0.0997
406,0.0996
407,0.0994
408,0.0992
409,0.0990
410,0.0988
411,0.0987
412,0.0985
413,0.0983
414,0.0981
415,0.0980
416,0.0978
417,0.0976
418,0.0974
419,0.0973
420,0.0971
421,0.0969
422,0.0968
423,0.0966
424,0.0964
425,0.0963
426,0.0961
427,0.0959
428,0.0957
429,0.0956
430,0.0954
431,0.0953
432,0.0951
433,0.0949
434,0.0948
435,0.0946
436,0.0944
437,0.0943
438,0.0941
439,0.0939
440,0.0938
441,0.0936
442,0.0935
443,0.0933
444,0.0931
445,0.0930
446,0.0928
447,0.0927
448,0.0925
449,0.0924
450,0.0922
451,0.0921
452,0.0919
453,0.0917
454,0.0916
455,0.0914
456,0.0913
457,0.0911
458,0.0910
459,0.0908
460,0.0907
461,0.0905
462,0.0904
463,0.0902
464,0.0901
465,0.0899
466,0.0898
467,0.0896
468,0.0895
469,0.0893
470,0.0892
471,0.0891
472,0.0889
473,0.0888
474,0.0886
475,0.0885
476,0.0883
477,0.0882
478,0.0880
479,0.0879
480,0.0878
481,0.0876
482,0.0875
483,0.0873
484,0.0872
485,0.0871
486,0.0869
487,0.0868
488,0.0866
489,0.0865
490,0.0864
491,0.0862
492,0.0861
493,0.0860
494,0.0858
495,0.0857
496,0.0856
497,0.0854
498,0.0853
499,0.0852
500,0.0850
501,0.0849
502,0.0848
503,0.0846
504,0.0845
505,0.0844
506,0.0842
507,0.0841
508,0.0840
509,0.0838
510,0.0837
511,0.0836
512,0.0835
513,0.0833
514,0.0832
515,0.0831
516,0.0829
517,0.0828
518,0.0827
519,0.0826
520,0.0824
521,0.0823
522,0.0822
523,0.0821
524,0.0819
525,0.0818
526,0.0817
527,0.0816
528,0.0814
529,0.0813
530,0.0812
531,0.0811
532,0.0810
533,0.0808
534,0.0807
535,0.0806
536,0.0805
537,0.0804
538,0.0802
539,0.0801
540,0.0800
541,0.0799
542,0.0798
543,0.0797
544,0.0795
545,0.0794
546,0.0793
547,0.0792
548,0.0791
549,0.0790
550,0.0788
551,0.0787
552,0.0786
553,0.0785
554,0.0784
555,0.0783
556,0.0782
557,0.0780
558,0.0779
559,0.0778
560,0.0777
561,0.0776
562,0.0775
563,0.0774
564,0.0773
565,0.0771
566,0.0770
567,0.0769
568,0.0768
569,0.0767
570,0.0766
571,0.0765
572,0.0764
573,0.0763
574,0.0762
575,0.0761
576,0.0760
577,0.0758
578,0.0757
579,0.0756
580,0.0755
581,0.0754
582,0.0753
583,0.0752
584,0.0751
585,0.0750
586,0.0749
587,0.0748
588,0.0747
589,0.0746
590,0.0745
591,0.0744
592,0.0743
593,0.0742
594,0.0741
595,0.0740
596,0.0739
597,0.0738
598,0.0737
599,0.0736
600,0.0735
601,0.0734
602,0.0733
603,0.0732
604,0.0731
605,0.0730
606,0.0729
607,0.0728
608,0.0727
609,0.0726
610,0.0725
611,0.0724
612,0.0723
613,0.0722
614,0.0721
615,0.0720
616,0.0719
617,0.0718
618,0.0717
619,0.0716
620,0.0715
621,0.0714
622,0.0713
623,0.0712
624,0.0711
625,0.0710
626,0.0709
627,0.0708
628,0.0708
629,0.0707
630,0.0706
631,0.0705
632,0.0704
633,0.0703
634,0.0702
635,0.0701
636,0.0700
637,0.0699
638,0.0698
639,0.0697
640,0.0696
641,0.0696
642,0.0695
643,0.0694
644,0.0693
645,0.0692
646,0.0691
647,0.0690
648,0.0689
649,0.0688
650,0.0688
651,0.0687
652,0.0686
653,0.0685
654,0.0684
655,0.0683
656,0.0682
657,0.0681
658,0.0681
659,0.0680
660,0.0679
661,0.0678
662,0.0677
663,0.0676
664,0.0675
665,0.0675
666,0.0674
667,0.0673
668,0.0672
669,0.0671
670,0.0670
671,0.0669
672,0.0669
673,0.0668
674,0.0667
675,0.0666
676,0.0665
677,0.0664
678,0.0664
679,0.0663
680,0.0662
681,0.0661
682,0.0660
683,0.0660
684,0.0659
685,0.0658
686,0.0657
687,0.0656
688,0.0655
689,0.0655
690,0.0654
691,0.0653
692,0.0652
693,0.0651
694,0.0651
695,0.0650
696,0.0649
697,0.0648
698,0.0648
699,0.0647
700,0.0646
701,0.0645
702,0.0644
703,0.0644
704,0.0643
705,0.0642
706,0.0641
707,0.0641
708,0.0640
709,0.0639
710,0.0638
711,0.0637
712,0.0637
713,0.0636
714,0.0635
715,0.0634
716,0.0634
717,0.0633
718,0.0632
719,0.0631
720,0.0631
721,0.0630
722,0.0629
723,0.0628
724,0.0628
725,0.0627
726,0.0626
727,0.0625
728,0.0625
729,0.0624
730,0.0623
731,0.0623
732,0.0622
733,0.0621
734,0.0620
735,0.0620
736,0.0619
737,0.0618
738,0.0617
739,0.0617
740,0.0616
741,0.0615
742,0.0615
743,0.0614
744,0.0613
745,0.0612
746,0.0612
747,0.0611
748,0.0610
749,0.0610
750,0.0609
751,0.0608
752,0.0608
753,0.0607
754,0.0606
755,0.0606
756,0.0605
757,0.0604
758,0.0603
759,0.0603
760,0.0602
761,0.0601
762,0.0601
763,0.0600
764,0.0599
765,0.0599
766,0.0598
767,0.0597
768,0.0597
769,0.0596
770,0.0595
771,0.0595
772,0.0594
773,0.0593
774,0.0593
775,0.0592
776,0.0591
777,0.0591
778,0.0590
779,0.0589
780,0.0589
781,0.0588
782,0.0587
783,0.0587
784,0.0586
785,0.0585
786,0.0585
787,0.0584
788,0.0584
789,0.0583
790,0.0582
791,0.0582
792,0.0581
793,0.0580
794,0.0580
795,0.0579
796,0.0578
797,0.0578
798,0.0577
799,0.0577
800,0.0576
801,0.0575
802,0.0575
803,0.0574
804,0.0573
805,0.0573
806,0.0572
807,0.0572
808,0.0571
809,0.0570
810,0.0570
811,0.0569
812,0.0568
813,0.0568
814,0.0567
815,0.0567
816,0.0566
817,0.0565
818,0.0565
819,0.0564
820,0.0564
821,0.0563
822,0.0562
823,0.0562
824,0.0561
825,0.0561
826,0.0560
827,0.0559
828,0.0559
829,0.0558
830,0.0558
831,0.0557
832,0.0556
833,0.0556
834,0.0555
835,0.0555
836,0.0554
837,0.0554
838,0.0553
839,0.0552
840,0.0552
841,0.0551
842,0.0551
843,0.0550
844,0.0550
845,0.0549
846,0.0548
847,0.0548
848,0.0547
849,0.0547
850,0.0546
851,0.0546
852,0.0545
853,0.0544
854,0.0544
855,0.0543
856,0.0543
857,0.0542
858,0.0542
859,0.0541
860,0.0541
861,0.0540
862,0.0539
863,0.0539
864,0.0538
865,0.0538
866,0.0537
867,0.0537
868,0.0536
869,0.0536
870,0.0535
871,0.0535
872,0.0534
873,0.0533
874,0.0533
875,0.0532
876,0.0532
877,0.0531
878,0.0531
879,0.0530
880,0.0530
881,0.0529
882,0.0529
883,0.0528
884,0.0528
885,0.0527
886,0.0527
887,0.0526
888,0.0525
889,0.0525
890,0.0524
891,0.0524
892,0.0523
893,0.0523
894,0.0522
895,0.0522
896,0.0521
897,0.0521
898,0.0520
899,0.0520
900,0.0519
901,0.0519
902,0.0518
903,0.0518
904,0.0517
905,0.0517
906,0.0516
907,0.0516
908,0.0515
909,0.0515
910,0.0514
911,0.0514
912,0.0513
913,0.0513
914,0.0512
915,0.0512
916,0.0511
917,0.0511
918,0.0510
919,0.0510
920,0.0509
921,0.0509
922,0.0508
923,0.0508
924,0.0507
925,0.0507
926,0.0506
927,0.0506
928,0.0505
929,0.0505
930,0.0504
931,0.0504
932,0.0503
933,0.0503
934,0.0502
935,0.0502
936,0.0501
937,0.0501
938,0.0500
939,0.0500
940,0.0499
941,0.0499
942,0.0499
943,0.0498
944,0.0498
945,0.0497
946,0.0497
947,0.0496
948,0.0496
949,0.0495
950,0.0495
951,0.0494
952,0.0494
953,0.0493
954,0.0493
955,0.0492
956,0.0492
957,0.0492
958,0.0491
959,0.0491
960,0.0490
961,0.0490
962,0.0489
963,0.0489
964,0.0488
965,0.0488
966,0.0487
967,0.0487
968,0.0487
969,0.0486
970,0.0486
971,0.0485
972,0.0485
973,0.0484
974,0.0484
975,0.0483
976,0.0483
977,0.0483
978,0.0482
979,0.0482
980,0.0481
981,0.0481
982,0.0480
983,0.0480
984,0.0479
985,0.0479
986,0.0479
987,0.0478
988,0.0478
989,0.0477
990,0.0477
991,0.0476
992,0.0476
993,0.0476
994,0.0475
995,0.0475
996,0.0474
997,0.0474
998,0.0473
999,0.0473
